Date,Open,High,Low,Close,Adj Close,Volume
2021-10-13,16.660000,16.840000,16.650000,16.830000,16.633387,6354988
2021-10-14,16.830000,16.830000,16.680000,16.700001,16.504908,5531914
2021-10-15,16.660000,16.690001,16.530001,16.570000,16.376425,6285654
2021-10-18,16.570000,16.570000,16.190001,16.209999,16.020630,10211378
2021-10-19,16.070000,16.299999,16.070000,16.290001,16.099697,8649235
2021-10-20,16.260000,16.430000,16.209999,16.299999,16.109579,5737270
2021-10-21,16.340000,16.370001,16.160000,16.250000,16.060163,5917253
2021-10-22,16.260000,16.309999,16.150000,16.230000,16.040396,5143291
2021-10-25,16.280001,16.450001,16.280001,16.389999,16.198526,6128200
2021-10-26,16.299999,16.309999,16.190001,16.200001,16.010748,6751570
2021-10-27,16.049999,16.059999,15.710000,15.770000,15.585771,9828234
2021-10-28,15.720000,16.250000,15.380000,16.240000,16.050280,11591694
2021-10-29,15.900000,16.129999,15.760000,16.049999,15.862499,8083886
2021-11-01,16.150000,16.230000,16.030001,16.059999,15.872382,6408654
2021-11-02,16.000000,16.080000,15.580000,15.620000,15.437523,11290121
2021-11-03,15.680000,16.480000,15.680000,16.299999,16.109579,18112023
2021-11-04,16.320000,16.360001,16.010000,16.240000,16.050280,9703788
2021-11-05,16.190001,16.360001,16.120001,16.250000,16.060163,8133584
2021-11-08,16.100000,16.120001,15.830000,15.930000,15.743901,7319167
2021-11-09,15.950000,16.020000,15.870000,15.960000,15.773551,5044420
2021-11-10,15.980000,16.350000,15.980000,16.280001,16.089813,12672649
2021-11-11,16.260000,16.270000,16.110001,16.250000,16.060163,7557676
2021-11-12,16.280001,16.299999,16.150000,16.230000,16.040396,5877749
2021-11-15,16.209999,16.480000,16.180000,16.400000,16.208410,10944829
2021-11-16,16.389999,16.660000,16.350000,16.549999,16.356657,12951696
2021-11-17,16.540001,16.559999,16.360001,16.440001,16.247944,8284995
2021-11-18,16.450001,16.450001,16.160000,16.180000,15.990981,9275101
2021-11-19,16.200001,16.209999,16.030001,16.190001,16.000864,7103490
2021-11-22,16.190001,16.209999,16.070000,16.100000,15.911916,6745440
2021-11-23,16.040001,16.190001,16.020000,16.090000,15.902033,6597255
2021-11-24,16.049999,16.160000,15.920000,16.110001,15.921800,7245537
2021-11-25,16.110001,16.500000,16.070000,16.400000,16.208410,16495981
2021-11-26,16.400000,16.510000,16.230000,16.309999,16.119461,8489020
2021-11-29,16.969999,17.459999,16.780001,16.790001,16.593855,29398231
2021-11-30,16.629999,17.370001,16.520000,17.150000,16.949648,27846544
2021-12-01,16.990000,16.990000,16.709999,16.799999,16.603737,16113233
2021-12-02,16.770000,16.980000,16.590000,16.610001,16.415958,12291926
2021-12-03,16.719999,16.770000,16.540001,16.610001,16.415958,8659136
2021-12-06,16.660000,16.740000,16.410000,16.440001,16.247944,10548175
2021-12-07,16.450001,16.549999,16.309999,16.360001,16.168879,8886343
2021-12-08,16.400000,16.510000,16.299999,16.450001,16.257828,7403204
2021-12-09,16.469999,16.680000,16.410000,16.670000,16.475256,13211805
2021-12-10,16.690001,16.730000,16.500000,16.500000,16.307243,10594768
2021-12-13,16.600000,16.639999,16.459999,16.520000,16.327009,9588957
2021-12-14,16.570000,16.860001,16.549999,16.750000,16.554321,14551009
2021-12-15,16.799999,16.799999,16.610001,16.709999,16.514788,9851807
2021-12-16,16.700001,16.740000,16.540001,16.580000,16.386309,9151544
2021-12-17,16.660000,16.799999,16.430000,16.690001,16.495024,14690799
2021-12-20,16.690001,17.260000,16.620001,17.080000,16.880466,31747189
2021-12-21,16.980000,17.440001,16.900000,17.120001,16.920000,21098990
2021-12-22,17.219999,17.590000,17.110001,17.549999,17.344975,32491722
2021-12-23,17.330000,17.459999,17.190001,17.440001,17.236261,27115060
2021-12-24,17.459999,19.180000,17.230000,18.879999,18.659437,88233453
2021-12-27,18.799999,19.320000,18.600000,19.150000,18.926285,70798875
2021-12-28,19.040001,19.049999,18.180000,18.190001,17.977501,51467065
2021-12-29,18.100000,18.750000,18.049999,18.209999,17.997265,38349670
2021-12-30,18.400000,18.459999,18.000000,18.400000,18.185045,29592225
2021-12-31,18.600000,19.850000,18.580000,19.600000,19.371027,77151378
2022-01-04,20.500000,21.480000,20.299999,20.350000,20.112267,89185444
2022-01-05,20.350000,20.379999,19.200001,19.549999,19.321611,54820348
2022-01-06,19.209999,20.850000,19.160000,20.620001,20.379112,57884142
2022-01-07,20.350000,22.680000,20.280001,22.049999,21.792406,144777036
2022-01-10,22.709999,24.260000,22.299999,24.260000,23.976589,139470559
2022-01-11,24.860001,25.799999,23.850000,24.440001,24.154486,121504508
2022-01-12,24.400000,25.340000,23.230000,25.030001,24.737593,96064551
2022-01-13,24.350000,24.450001,22.530001,23.070000,22.800489,98745065
2022-01-14,22.790001,25.379999,22.709999,25.379999,25.083504,93919762
2022-01-17,26.000000,27.920000,25.430000,27.600000,27.277569,145221159
2022-01-18,26.389999,27.260000,25.760000,25.870001,25.567780,99125781
2022-01-19,25.299999,26.260000,24.760000,25.290001,24.994556,68568523
2022-01-20,25.500000,25.760000,23.900000,23.959999,23.680092,77597783
2022-01-21,23.889999,24.200001,22.510000,22.639999,22.375513,67350051
2022-01-24,22.080000,22.750000,22.020000,22.360001,22.098785,47828302
2022-01-25,22.360001,22.540001,20.760000,20.799999,20.557009,61110489
2022-01-26,21.010000,21.360001,20.170000,20.299999,20.062849,39198392
2022-01-27,20.700001,21.379999,20.410000,20.730000,20.487825,54959024
2022-01-28,20.360001,21.700001,20.360001,20.820000,20.576775,48644177
2022-02-07,21.100000,21.709999,20.240000,21.280001,21.031403,39298087
2022-02-08,21.100000,21.230000,20.450001,20.950001,20.705257,27614137
2022-02-09,20.709999,23.049999,20.660000,23.049999,22.780724,50290691
2022-02-10,23.000000,24.500000,22.799999,23.680000,23.403364,70058005
2022-02-11,23.830000,24.000000,22.000000,22.240000,21.980186,52908370
2022-02-14,21.459999,22.889999,21.230000,21.809999,21.555208,41003872
2022-02-15,21.790001,23.990000,21.500000,23.990000,23.709742,32239003
2022-02-16,25.000000,25.049999,23.660000,24.430000,24.144602,70655755
2022-02-17,24.209999,24.799999,23.549999,23.920000,23.640560,48510799
2022-02-18,23.930000,25.100000,23.930000,24.990000,24.698059,73452286
2022-02-21,24.500000,26.049999,23.889999,25.590000,25.291050,78937691
2022-02-22,25.000000,25.670000,23.930000,24.799999,24.510279,59465551
2022-02-23,24.700001,25.440001,24.330000,24.570000,24.282967,44182853
2022-02-24,24.580000,26.090000,24.379999,24.790001,24.500397,74866732
2022-02-25,24.480000,24.969999,23.920000,23.959999,23.680092,58627561
2022-02-28,23.990000,24.879999,23.900000,24.100000,23.818459,57247565
2022-03-01,23.900000,24.160000,23.530001,23.750000,23.472546,34401211
2022-03-02,23.500000,25.799999,23.209999,25.020000,24.727711,67885303
2022-03-03,25.000000,26.090000,24.730000,25.510000,25.211985,63506709
2022-03-04,25.270000,27.500000,25.059999,26.290001,25.982874,78887257
2022-03-07,26.750000,27.070000,25.570000,26.799999,26.486914,60887890
2022-03-08,26.400000,26.400000,24.120001,24.120001,23.838224,65385518
2022-03-09,23.680000,23.900000,21.740000,22.910000,22.642359,68615938
2022-03-10,23.350000,24.549999,23.100000,24.400000,24.114952,56711947
2022-03-11,24.379999,26.840000,23.990000,26.840000,26.526447,90615680
2022-03-14,29.000000,29.520000,28.049999,29.520000,29.175140,135855395
2022-03-15,28.879999,31.000000,26.860001,28.490000,28.157171,160319269
2022-03-16,29.049999,29.600000,27.070000,28.660000,28.325186,110942783
2022-03-17,27.700001,31.500000,27.500000,30.370001,30.015211,136557010
2022-03-18,30.000000,31.730000,29.790001,30.590000,30.232639,113893510
2022-03-21,30.870001,31.590000,29.650000,31.180000,30.815746,100242211
2022-03-22,30.559999,30.670000,28.709999,28.770000,28.433901,83080042
2022-03-23,28.510000,29.549999,28.100000,28.840000,28.503084,58911417
2022-03-24,28.480000,30.299999,27.900000,29.570000,29.224554,70387322
2022-03-25,29.139999,29.650000,28.120001,28.180000,27.850794,56855262
2022-03-28,28.549999,30.600000,28.200001,30.100000,29.748363,84875438
2022-03-29,29.879999,31.400000,29.520000,30.209999,29.857079,80392994
2022-03-30,30.010000,31.290001,28.700001,30.690001,30.331472,82781564
2022-03-31,30.209999,33.759998,30.209999,33.500000,33.108643,138273913
2022-04-01,32.299999,32.500000,30.799999,31.540001,31.171541,105772217
2022-04-06,33.990002,34.689999,33.580002,34.689999,34.284740,123736772
2022-04-07,34.349998,38.160000,34.110001,38.160000,37.714203,182595135
2022-04-08,38.220001,39.840000,35.700001,39.090000,38.633339,166641033
2022-04-11,37.799999,43.000000,37.330002,42.009998,41.519226,162651685
2022-04-12,41.700001,43.119999,39.509998,39.700001,39.236214,147165497
2022-04-13,38.680000,39.630001,36.310001,36.349998,35.925346,136136011
2022-04-14,36.849998,39.990002,36.400002,39.990002,39.522827,144554654
2022-04-15,39.000000,39.000000,35.990002,35.990002,35.569557,147592355
2022-04-18,32.389999,32.389999,32.389999,32.389999,32.011612,15013400
2022-04-19,29.150000,33.900002,29.150000,32.410000,32.031376,191878433
2022-04-20,31.000000,31.770000,29.170000,29.270000,28.928061,144010884
2022-04-21,29.620001,30.990000,29.620001,29.969999,29.619883,121405176
2022-04-22,30.299999,30.299999,27.180000,27.240000,26.921774,116896395
2022-04-25,27.270000,28.790001,26.190001,26.790001,26.477034,113596822
2022-04-26,26.700001,26.990000,25.010000,25.250000,24.955023,102649494
2022-04-27,24.850000,26.040001,24.000000,25.950001,25.646845,102895403
2022-04-28,25.950001,26.190001,24.670000,25.330000,25.034088,80890751
2022-04-29,23.600000,25.309999,23.600000,24.900000,24.609112,104400219
2022-05-05,24.940001,26.600000,24.549999,26.049999,25.745676,105860183
2022-05-06,25.309999,27.900000,24.900000,26.500000,26.190420,106277793
2022-05-09,26.170000,29.000000,24.760000,27.660000,27.336868,123344630
2022-05-10,26.480000,27.500000,26.100000,26.670000,26.358435,88196775
2022-05-11,27.150000,28.180000,26.500000,26.510000,26.200304,92015513
2022-05-12,25.900000,26.660000,25.360001,25.790001,25.488714,62928072
2022-05-13,25.920000,27.260000,25.870001,26.049999,25.745676,67897625
2022-05-16,26.000000,26.340000,24.590000,24.709999,24.421329,84596628
2022-05-17,24.660000,24.709999,23.260000,23.650000,23.373714,80687084
2022-05-18,23.650000,24.049999,23.450001,23.549999,23.274881,42040673
2022-05-19,22.900000,23.379999,22.730000,23.100000,22.830139,49358203
2022-05-20,23.250000,23.500000,22.430000,23.139999,22.869671,60114215
2022-05-23,23.150000,23.790001,23.010000,23.660000,23.383596,60069343
2022-05-24,23.660000,23.670000,21.889999,21.930000,21.673807,78923455
2022-05-25,21.879999,22.420000,21.600000,22.260000,21.999952,46376433
2022-05-26,22.400000,22.600000,21.680000,22.040001,21.782524,39583956
2022-05-27,22.049999,22.450001,21.799999,22.260000,21.999952,43890968
2022-05-30,22.180000,22.440001,21.250000,21.850000,21.594742,51469729
2022-05-31,21.700001,21.879999,21.260000,21.809999,21.555208,42831587
2022-06-01,21.750000,22.080000,21.540001,21.590000,21.337780,36779251
2022-06-02,21.500000,21.670000,21.170000,21.400000,21.150000,32305563
2022-06-06,21.299999,21.940001,21.280001,21.889999,21.634274,41193352
2022-06-07,22.080000,23.870001,21.760000,23.379999,23.106867,109075769
2022-06-08,22.990000,23.250000,22.590000,22.700001,22.434813,67284551
2022-06-09,22.600000,22.860001,22.100000,22.150000,21.891237,43060570
2022-06-10,22.000000,22.790001,21.910000,22.570000,22.306332,42895372
2022-06-13,22.330000,22.570000,21.799999,22.020000,21.762756,45006857
2022-06-14,21.780001,21.930000,21.110001,21.900000,21.644157,41967049
2022-06-15,21.780001,22.270000,21.730000,21.950001,21.693575,37136164
2022-06-16,22.030001,23.200001,22.030001,22.870001,22.602827,79310413
2022-06-17,22.600000,22.990000,22.400000,22.900000,22.632475,45018950
2022-06-20,22.950001,24.240000,22.950001,24.070000,23.788807,87445450
2022-06-21,24.070000,24.549999,23.230000,23.450001,23.176052,67526953
2022-06-22,23.580000,25.690001,23.540001,24.910000,24.618994,107931697
2022-06-23,24.959999,25.400000,24.299999,25.389999,25.093386,82976737
2022-06-24,25.379999,25.660000,24.760000,24.959999,24.668409,64355719
2022-06-27,25.150000,25.780001,24.629999,24.730000,24.441097,62575588
2022-06-28,24.500000,24.520000,23.910000,24.240000,23.956821,52969864
2022-06-29,24.150000,24.480000,23.770000,23.780001,23.502195,43813469
2022-06-30,24.000000,24.580000,23.860001,24.299999,24.016121,45013010
2022-07-01,24.160000,24.290001,23.830000,23.900000,23.620792,30838143
2022-07-04,24.150000,25.379999,24.110001,25.250000,24.955023,79350796
2022-07-05,25.260000,25.340000,24.600000,25.000000,24.707943,48224780
2022-07-06,25.100000,25.500000,24.320000,24.469999,24.184134,46674662
2022-07-07,24.299999,24.639999,23.809999,24.549999,24.263199,35035772
2022-07-08,24.549999,25.240000,24.209999,25.110001,24.816658,57938719
2022-07-11,25.600000,27.500000,25.340000,26.900000,26.585747,122587722
2022-07-12,26.730000,28.520000,26.030001,27.170000,26.852592,109830965
2022-07-13,26.680000,26.980000,26.000000,26.150000,25.844509,64456160
2022-07-14,26.209999,26.510000,25.820000,25.860001,25.557898,43805482
2022-07-15,25.650000,26.440001,25.370001,25.770000,25.468948,44435286
2022-07-18,25.850000,25.940001,24.700001,25.680000,25.379999,42327865
2022-07-19,25.320000,25.590000,25.000000,25.230000,25.230000,29095923
2022-07-20,25.230000,25.910000,25.110001,25.719999,25.719999,36023540
2022-07-21,25.730000,26.170000,25.209999,25.219999,25.219999,33274319
2022-07-22,25.150000,25.370001,23.969999,24.250000,24.250000,47459362
2022-07-25,24.200001,24.549999,24.059999,24.240000,24.240000,20679445
2022-07-26,24.270000,24.360001,22.590000,23.170000,23.170000,48365491
2022-07-27,23.170000,23.350000,22.900000,23.070000,23.070000,25006923
2022-07-28,23.120001,23.250000,22.940001,22.959999,22.959999,22363804
2022-07-29,23.010000,23.030001,22.100000,22.190001,22.190001,39258380
2022-08-01,22.200001,22.500000,21.799999,22.340000,22.340000,21242639
2022-08-02,22.030001,22.059999,21.000000,21.160000,21.160000,36502628
2022-08-03,21.020000,21.790001,21.020000,21.260000,21.260000,30691092
2022-08-04,21.260000,21.570000,21.049999,21.490000,21.490000,19462224
2022-08-05,21.549999,21.690001,21.180000,21.660000,21.660000,22153548
2022-08-08,22.049999,22.870001,21.980000,22.840000,22.840000,51732842
2022-08-09,22.500000,22.600000,22.340000,22.400000,22.400000,23467943
2022-08-10,22.299999,22.480000,21.900000,22.080000,22.080000,22185690
2022-08-11,22.270000,22.370001,22.110001,22.330000,22.330000,18796812
2022-08-12,22.320000,22.469999,22.110001,22.330000,22.330000,15479954
2022-08-15,22.240000,22.280001,22.020000,22.129999,22.129999,14142294
